run,amikacin,bedaquiline,bioproject,biosample,capreomycin,ciprofloxacin,clofazimine,cycloserine,delamanid,ethambutol,ethionamide,gatifloxacin,isoniazid,kanamycin,levofloxacin,linezolid,moxifloxacin,ofloxacin,para-aminosalicylic_acid,pyrazinamide,rifampicin,streptomycin,thioacetazone
SRR6785150,R,,,,R,,,,,,,S,R,,R,,S,R,,R,R,,
SRR6785151,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785152,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785153,R,,,,R,,,,,,,S,R,,R,,R,R,,R,R,,
SRR6785154,S,,,,S,,,,,,,S,R,,R,,R,R,,R,R,,
SRR6785155,S,,,,S,,,,,,,,R,,,,S,S,,S,S,,
SRR6785156,S,,,,S,,,,,,,,R,,,,S,S,,R,R,,
SRR6785157,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785158,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785159,S,,,,S,,,,,,,,S,,,,S,S,,S,S,,
SRR6785160,S,,,,S,,,,,,,,R,,,,S,S,,S,S,,
SRR6785161,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785162,S,,,,S,,,,,,,,R,,,,S,S,,S,S,,
SRR6785163,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785164,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785165,R,,,,R,,,,,,,S,R,,R,,R,R,,S,R,,
SRR6785166,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785167,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785168,S,,,,S,,,,,,,,R,,,,S,S,,R,R,,
SRR6785169,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785170,S,,,,S,,,,,,,,R,,,,S,S,,S,R,,
SRR6785171,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785172,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785173,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785174,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785175,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785176,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785177,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785178,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785179,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785180,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785181,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785182,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785183,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785184,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785185,S,,,,S,,,,,,,S,R,,S,,S,R,,R,R,,
SRR6785186,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785187,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785188,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785189,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785190,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785191,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785192,S,,,,S,,,,,,,,R,,,,S,S,,R,R,,
SRR6785193,S,,,,S,,,,,,,,R,,,,S,S,,S,R,,
SRR6785194,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785195,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785196,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785197,S,,,,S,,,,,,,,R,,,,S,S,,R,R,,
SRR6785198,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785199,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785200,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785201,R,,,,R,,,,,,,,R,,,,S,S,,S,R,,
SRR6785202,S,,,,S,,,,,,,,S,,,,S,S,,S,S,,
SRR6785203,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785204,S,,,,S,,,,,,,,R,,,,S,S,,R,R,,
SRR6785205,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785206,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785207,S,,,,S,,,,,,,,R,,,,S,S,,S,S,,
SRR6785208,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785209,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785210,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785211,S,,,,S,,,,,,,,R,,,,S,S,,S,S,,
SRR6785212,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785213,,,,,,,,,S,,,,S,,,,S,S,,S,S,,
SRR6785214,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785215,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785216,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785217,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785218,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785219,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785220,S,,,,S,,,,,,,,R,,,,S,S,,S,S,,
SRR6785221,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785222,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785223,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785224,S,,,,S,,,,,,,,R,,,,S,S,,R,R,,
SRR6785225,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785226,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785227,S,,,,S,,,,,,,,R,,,,S,S,,S,S,,
SRR6785228,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785229,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785230,S,,,,S,,,,,,,S,R,,R,,R,R,,R,S,,
SRR6785231,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785232,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785233,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785234,S,,,,S,,,,,,,,R,,,,S,S,,S,S,,
SRR6785235,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785236,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785237,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785238,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785239,S,,,,S,,,,,,,,R,,,,S,S,,S,S,,
SRR6785240,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785241,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785242,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785243,S,,,,S,,,,,,,,R,,,,S,S,,S,S,,
SRR6785244,S,,,,S,,,,,,,,R,,,,S,S,,S,S,,
SRR6785245,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785246,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785247,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785248,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785249,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785250,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785251,R,,,,R,,,,,,,S,R,,R,,R,R,,R,R,,
SRR6785252,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785253,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785254,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785255,S,,,,S,,,,,,,,R,,,,S,S,,S,S,,
SRR6785256,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785257,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785258,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785259,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785260,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785261,S,,,,S,,,,,,,,R,,,,S,S,,S,S,,
SRR6785262,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785263,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785264,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785265,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785266,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785267,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785268,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785269,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785270,R,,,,R,,,,,,,,R,,,,S,S,,R,R,,
SRR6785271,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785272,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785273,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785274,S,,,,S,,,,,,,S,R,,R,,S,R,,S,R,,
SRR6785275,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785276,,,,,R,,,,,,,,R,,,,S,S,,S,R,,
SRR6785277,S,,,,S,,,,,,,,R,,,,S,S,,R,S,,
SRR6785278,S,,,,S,,,,,,,,R,,,,S,S,,S,S,,
SRR6785279,S,,,,S,,,,,,,,R,,,,S,S,,S,R,,
SRR6785280,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785281,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785282,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785283,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785284,S,,,,S,,,,,,,,S,,,,S,S,,S,S,,
SRR6785285,S,,,,S,,,,,,,,R,,,,S,S,,R,R,,
SRR6785286,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785287,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785288,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785289,S,,,,S,,,,,,,,R,,,,S,S,,R,R,,
SRR6785290,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785291,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785292,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785293,S,,,,S,,,,,,,,R,,,,S,S,,S,R,,
SRR6785294,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785295,R,,,,R,,,,,,,S,R,,S,,S,S,,S,R,,
SRR6785296,S,,,,S,,,,,,,,R,,,,S,S,,R,S,,
SRR6785297,S,,,,S,,,,,,,,R,,,,S,S,,R,R,,
SRR6785298,S,,,,S,,,,,,,,R,,,,S,S,,S,S,,
SRR6785299,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785300,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785301,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785302,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785303,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785304,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785305,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785306,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785307,S,,,,S,,,,,,,,R,,,,S,S,,S,S,,
SRR6785308,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785309,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785310,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785311,R,,,,R,,,,,,,,R,,,,S,S,,S,S,,
SRR6785312,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785313,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785314,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785315,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785316,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785317,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785318,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785319,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785320,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785321,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785322,S,,,,S,,,,,,,,R,,,,S,S,,S,S,,
SRR6785323,S,,,,S,,,,,,,,R,,,,S,S,,S,R,,
SRR6785324,S,,,,S,,,,,,,,R,,,,S,S,,S,R,,
SRR6785325,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785326,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785327,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785328,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785329,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785330,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785331,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785332,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785333,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785334,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785335,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785336,S,,,,S,,,,,,,,R,,,,S,S,,S,S,,
SRR6785337,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785338,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785339,,,,,,,,,R,,,,S,,,,S,S,,S,S,,
SRR6785340,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785341,S,,,,S,,,,,,,,R,,,,S,S,,S,S,,
SRR6785342,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785343,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785344,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785345,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785346,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785347,R,,,,R,,,,,,,S,R,,S,,S,R,,S,R,,
SRR6785348,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785349,S,,,,S,,,,,,,,R,,,,S,S,,S,R,,
SRR6785350,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785351,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785352,S,,,,S,,,,,,,,R,,,,S,S,,R,S,,
SRR6785353,S,,,,R,,,,,,,,R,,,,S,S,,R,S,,
SRR6785354,S,,,,S,,,,,,,,R,,,,S,S,,S,R,,
SRR6785355,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785356,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785357,S,,,,S,,,,,,,,R,,,,S,S,,S,S,,
SRR6785358,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785359,S,,,,S,,,,,,,,R,,,,S,S,,S,S,,
SRR6785360,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785361,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785362,S,,,,S,,,,,,,,R,,,,S,S,,R,R,,
SRR6785363,S,,,,S,,,,,,,,R,,,,S,S,,S,S,,
SRR6785364,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785365,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785366,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785367,S,,,,S,,,,,,,,R,,,,S,S,,S,S,,
SRR6785368,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785369,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785370,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785371,S,,,,S,,,,,,,,R,,,,S,S,,R,S,,
SRR6785372,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785373,S,,,,S,,,,,,,,R,,,,S,S,,S,S,,
SRR6785374,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785375,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785376,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785377,S,,,,S,,,,,,,,R,,,,S,S,,S,S,,
SRR6785378,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785379,S,,,,R,,,,,,,,R,,,,S,S,,S,S,,
SRR6785380,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785381,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785382,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785383,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785384,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785385,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785386,S,,,,S,,,,,,,,R,,,,S,S,,R,R,,
SRR6785387,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785388,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785389,S,,,,S,,,,,,,,R,,,,S,S,,S,S,,
SRR6785390,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785391,,,,,,,,,S,,,,S,,,,S,S,,S,S,,
SRR6785392,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785393,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785394,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785395,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785396,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785397,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785398,S,,,,S,,,,,,,,R,,,,S,S,,S,S,,
SRR6785399,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785400,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785401,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785402,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785403,,,,,,,,,S,,,,S,,,,S,S,,S,S,,
SRR6785404,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785405,S,,,,S,,,,,,,,R,,,,S,S,,S,S,,
SRR6785406,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785407,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785408,S,,,,R,,,,,,,S,R,,R,,R,R,,S,R,,
SRR6785409,S,,,,S,,,,,,,,R,,,,S,S,,S,S,,
SRR6785410,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785411,R,,,,R,,,,,,,S,R,,,,S,R,,S,R,,
SRR6785412,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785413,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785414,S,,,,S,,,,,,,,R,,,,S,S,,R,R,,
SRR6785415,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785416,S,,,,S,,,,,,,,R,,,,S,S,,S,S,,
SRR6785417,S,,,,S,,,,,,,,R,,,,S,S,,S,S,,
SRR6785418,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785419,S,,,,S,,,,,,,,R,,,,S,S,,S,S,,
SRR6785420,,,,,,,,,R,,,,S,,,,S,S,,S,S,,
SRR6785421,S,,,,S,,,,,,,,R,,,,S,S,,S,S,,
SRR6785422,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785423,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785424,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785425,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785426,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785427,S,,,,S,,,,,,,,R,,,,S,S,,R,R,,
SRR6785428,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785429,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785430,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785431,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785432,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785433,R,,,,R,,,,,,,,R,,,,S,S,,R,R,,
SRR6785434,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785435,,,,,,,,,S,,,,S,,,,S,S,,S,S,,
SRR6785436,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785437,S,,,,S,,,,,,,,R,,,,S,S,,S,S,,
SRR6785438,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785439,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785440,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785441,S,,,,S,,,,,,,,R,,,,S,S,,R,R,,
SRR6785442,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785443,S,,,,S,,,,,,,,R,,,,S,S,,S,S,,
SRR6785444,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785445,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785446,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785447,S,,,,S,,,,,,,,R,,,,S,S,,S,S,,
SRR6785448,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785449,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785450,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785451,S,,,,S,,,,,,,,R,,,,S,S,,R,R,,
SRR6785452,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785453,R,,,,R,,,,,,,,R,,,,S,S,,S,S,,
SRR6785454,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785455,S,,,,S,,,,,,,,R,,,,S,S,,S,S,,
SRR6785456,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785457,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785458,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785459,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785460,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785461,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785462,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785463,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785464,R,,,,R,,,,,,,,R,,,,S,S,,R,R,,
SRR6785465,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785466,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785467,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785468,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785469,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785470,R,,,,R,,,,,,,S,R,,R,,R,R,,S,R,,
SRR6785471,S,,,,S,,,,,,,,R,,,,S,S,,R,R,,
SRR6785472,R,,,,R,,,,,,,,R,,,,S,S,,R,R,,
SRR6785473,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785474,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785475,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785476,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785477,S,,,,S,,,,,,,,R,,,,S,S,,S,R,,
SRR6785478,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785479,S,,,,S,,,,,,,,R,,,,S,S,,S,R,,
SRR6785480,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785481,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785482,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785483,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785484,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785485,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785486,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785487,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785488,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785489,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785490,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785491,,,,,,,,,S,,,,S,,,,S,S,,S,S,,
SRR6785492,,,,,,,,,R,,,,S,,,,S,S,,S,S,,
SRR6785493,S,,,,S,,,,,,,,R,,,,S,S,,S,R,,
SRR6785494,S,,,,S,,,,,,,,R,,,,S,S,,S,R,,
SRR6785495,S,,,,S,,,,,,,,R,,,,S,S,,S,S,,
SRR6785496,S,,,,S,,,,,,,,R,,,,S,S,,R,R,,
SRR6785497,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785498,S,,,,S,,,,,,,,R,,,,S,S,,S,R,,
SRR6785499,S,,,,S,,,,,,,,R,,,,S,S,,S,R,,
SRR6785500,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785501,S,,,,S,,,,,,,,R,,,,S,S,,R,R,,
SRR6785502,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785503,S,,,,S,,,,,,,,R,,,,S,S,,S,S,,
SRR6785504,S,,,,S,,,,,,,,S,,,,S,S,,S,S,,
SRR6785505,S,,,,S,,,,,,,S,R,,S,,S,R,,R,R,,
SRR6785506,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785507,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785508,S,,,,S,,,,,,,,R,,,,S,S,,S,S,,
SRR6785509,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785510,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785511,S,,,,R,,,,,,,,R,,,,S,S,,R,R,,
SRR6785512,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785513,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785514,S,,,,S,,,,,,,,R,,,,S,S,,S,S,,
SRR6785515,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785516,,,,,,,,,,,,,S,,,,S,S,,S,R,,
SRR6785517,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785518,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785519,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785520,S,,,,S,,,,,,,,R,,,,S,S,,S,S,,
SRR6785521,S,,,,S,,,,,,,,R,,,,S,S,,S,S,,
SRR6785522,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785523,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785524,S,,,,S,,,,,,,,R,,,,S,S,,R,R,,
SRR6785525,S,,,,S,,,,,,,,R,,,,S,S,,S,S,,
SRR6785526,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785527,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785528,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785529,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785530,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785531,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785532,,,,,,,,,R,,,,S,,,,S,S,,S,S,,
SRR6785533,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785534,R,,,,R,,,,,,,,R,,,,S,S,,R,S,,
SRR6785535,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785536,,,,,,,,,,,,,S,,,,S,S,,S,S,,
SRR6785537,,,,,,,,,,,,,S,,,,S,S,,S,S,,
